"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","IMMIGINFLOW","TOT","NBR","A","2019",349794,
"SWE","IMMIGINFLOW","TOT","NBR","A","2000",50664,
"SWE","IMMIGINFLOW","TOT","NBR","A","2001",50912,
"SWE","IMMIGINFLOW","TOT","NBR","A","2002",50583,
"SWE","IMMIGINFLOW","TOT","NBR","A","2003",49967,
"SWE","IMMIGINFLOW","TOT","NBR","A","2004",48695,
"SWE","IMMIGINFLOW","TOT","NBR","A","2005",52212,
"SWE","IMMIGINFLOW","TOT","NBR","A","2006",80615,
"SWE","IMMIGINFLOW","TOT","NBR","A","2007",82252,
"SWE","IMMIGINFLOW","TOT","NBR","A","2008",78444,
"SWE","IMMIGINFLOW","TOT","NBR","A","2009",86894,
"SWE","IMMIGINFLOW","TOT","NBR","A","2010",79851,
"SWE","IMMIGINFLOW","TOT","NBR","A","2011",87599,
"SWE","IMMIGINFLOW","TOT","NBR","A","2012",99509,
"SWE","IMMIGINFLOW","TOT","NBR","A","2013",108885,
"SWE","IMMIGINFLOW","TOT","NBR","A","2014",118002,
"SWE","IMMIGINFLOW","TOT","NBR","A","2015",121054,
"SWE","IMMIGINFLOW","TOT","NBR","A","2016",154935,
"SWE","IMMIGINFLOW","TOT","NBR","A","2017",132936,
"SWE","IMMIGINFLOW","TOT","NBR","A","2018",123730,
"SWE","IMMIGINFLOW","TOT","NBR","A","2019",102038,
"CHE","IMMIGINFLOW","TOT","NBR","A","2002",86914,
"CHE","IMMIGINFLOW","TOT","NBR","A","2003",79709,
"CHE","IMMIGINFLOW","TOT","NBR","A","2004",80728,
"CHE","IMMIGINFLOW","TOT","NBR","A","2005",78768,
"CHE","IMMIGINFLOW","TOT","NBR","A","2006",86311,
"CHE","IMMIGINFLOW","TOT","NBR","A","2007",122234,
"CHE","IMMIGINFLOW","TOT","NBR","A","2008",139137,
"CHE","IMMIGINFLOW","TOT","NBR","A","2009",114758,
"CHE","IMMIGINFLOW","TOT","NBR","A","2010",114988,
"CHE","IMMIGINFLOW","TOT","NBR","A","2011",124292,
"CHE","IMMIGINFLOW","TOT","NBR","A","2012",125590,
"CHE","IMMIGINFLOW","TOT","NBR","A","2013",135639,
"CHE","IMMIGINFLOW","TOT","NBR","A","2014",134579,
"CHE","IMMIGINFLOW","TOT","NBR","A","2015",131248,
"CHE","IMMIGINFLOW","TOT","NBR","A","2016",125008,
"CHE","IMMIGINFLOW","TOT","NBR","A","2017",118391,
"CHE","IMMIGINFLOW","TOT","NBR","A","2018",122124,
"CHE","IMMIGINFLOW","TOT","NBR","A","2019",122308.009,
"GBR","IMMIGINFLOW","TOT","NBR","A","2003",253684.18,
"GBR","IMMIGINFLOW","TOT","NBR","A","2004",311993.83,
"GBR","IMMIGINFLOW","TOT","NBR","A","2005",363276.254,
"GBR","IMMIGINFLOW","TOT","NBR","A","2006",344273.353,
"GBR","IMMIGINFLOW","TOT","NBR","A","2007",386850,
"GBR","IMMIGINFLOW","TOT","NBR","A","2008",358149,
"GBR","IMMIGINFLOW","TOT","NBR","A","2009",395076,
"GBR","IMMIGINFLOW","TOT","NBR","A","2010",448702,
"GBR","IMMIGINFLOW","TOT","NBR","A","2011",339796,
"GBR","IMMIGINFLOW","TOT","NBR","A","2012",286985,
"GBR","IMMIGINFLOW","TOT","NBR","A","2013",295144,
"GBR","IMMIGINFLOW","TOT","NBR","A","2014",350030,
"GBR","IMMIGINFLOW","TOT","NBR","A","2015",369879,
"GBR","IMMIGINFLOW","TOT","NBR","A","2016",351043,
"GBR","IMMIGINFLOW","TOT","NBR","A","2017",342174,
"GBR","IMMIGINFLOW","TOT","NBR","A","2018",342828,
"GBR","IMMIGINFLOW","TOT","NBR","A","2019",345651,
"USA","IMMIGINFLOW","TOT","NBR","A","1996",915560,
"USA","IMMIGINFLOW","TOT","NBR","A","1997",797847,
"USA","IMMIGINFLOW","TOT","NBR","A","1998",652779,
"USA","IMMIGINFLOW","TOT","NBR","A","1999",642876,
"USA","IMMIGINFLOW","TOT","NBR","A","2000",841002,
"USA","IMMIGINFLOW","TOT","NBR","A","2001",1058902,
"USA","IMMIGINFLOW","TOT","NBR","A","2002",1059356,
"USA","IMMIGINFLOW","TOT","NBR","A","2003",703542,
"USA","IMMIGINFLOW","TOT","NBR","A","2004",957883,
"USA","IMMIGINFLOW","TOT","NBR","A","2005",1122373,
"USA","IMMIGINFLOW","TOT","NBR","A","2006",1266264,
"USA","IMMIGINFLOW","TOT","NBR","A","2007",1052415,
"USA","IMMIGINFLOW","TOT","NBR","A","2008",1107126,
"USA","IMMIGINFLOW","TOT","NBR","A","2009",1130231,
"USA","IMMIGINFLOW","TOT","NBR","A","2010",1043259,
"USA","IMMIGINFLOW","TOT","NBR","A","2011",1062352,
"USA","IMMIGINFLOW","TOT","NBR","A","2012",1031907,
"USA","IMMIGINFLOW","TOT","NBR","A","2013",990753,
"USA","IMMIGINFLOW","TOT","NBR","A","2014",1017255,
"USA","IMMIGINFLOW","TOT","NBR","A","2015",1051031,
"USA","IMMIGINFLOW","TOT","NBR","A","2016",1183505,
"USA","IMMIGINFLOW","TOT","NBR","A","2017",1127167,
"USA","IMMIGINFLOW","TOT","NBR","A","2018",1096611,
"USA","IMMIGINFLOW","TOT","NBR","A","2019",1030990,
"ISR","IMMIGINFLOW","TOT","NBR","A","2014",24112,
"ISR","IMMIGINFLOW","TOT","NBR","A","2015",27908,
"ISR","IMMIGINFLOW","TOT","NBR","A","2016",25977,
"ISR","IMMIGINFLOW","TOT","NBR","A","2017",26357,
"ISR","IMMIGINFLOW","TOT","NBR","A","2018",28099,
"ISR","IMMIGINFLOW","TOT","NBR","A","2019",33247,
"RUS","IMMIGINFLOW","TOT","NBR","A","2007",261097,
"RUS","IMMIGINFLOW","TOT","NBR","A","2008",284515,
"RUS","IMMIGINFLOW","TOT","NBR","A","2009",317119,
"RUS","IMMIGINFLOW","TOT","NBR","A","2010",229427,
"RUS","IMMIGINFLOW","TOT","NBR","A","2011",412645,
"LUX","IMMIGINFLOW","FAM","NBR","A","2012",1137,
"LUX","IMMIGINFLOW","FAM","NBR","A","2013",1070,
"LUX","IMMIGINFLOW","FAM","NBR","A","2014",1306,
"LUX","IMMIGINFLOW","FAM","NBR","A","2015",1546,
"LUX","IMMIGINFLOW","FAM","NBR","A","2016",1527,
"LUX","IMMIGINFLOW","FAM","NBR","A","2017",1811,
"LUX","IMMIGINFLOW","FAM","NBR","A","2018",1994,
"LUX","IMMIGINFLOW","FAM","NBR","A","2019",2279,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"LUX","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2012",15499,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2013",15499,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2014",16626,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2015",16491,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2016",16023,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2017",16747,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2018",16552,
"LUX","IMMIGINFLOW","FREEMOVS","NBR","A","2019",17145,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2012",100,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2013",164,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2014",235,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2015",253,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2016",738,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2017",1340,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2018",1207,
"LUX","IMMIGINFLOW","HUMNTRN","NBR","A","2019",793,
"LUX","IMMIGINFLOW","OTH","NBR","A","2012",275,
"LUX","IMMIGINFLOW","OTH","NBR","A","2013",166,
"LUX","IMMIGINFLOW","OTH","NBR","A","2014",139,
"LUX","IMMIGINFLOW","OTH","NBR","A","2015",165,
"LUX","IMMIGINFLOW","OTH","NBR","A","2016",110,
"LUX","IMMIGINFLOW","OTH","NBR","A","2017",139,
"LUX","IMMIGINFLOW","OTH","NBR","A","2018",118,
"LUX","IMMIGINFLOW","OTH","NBR","A","2019",112,
"LUX","IMMIGINFLOW","TOT","NBR","A","2012",17512,
"LUX","IMMIGINFLOW","TOT","NBR","A","2013",18034,
"LUX","IMMIGINFLOW","TOT","NBR","A","2014",18996,
"LUX","IMMIGINFLOW","TOT","NBR","A","2015",19426,
"LUX","IMMIGINFLOW","TOT","NBR","A","2016",19508,
"LUX","IMMIGINFLOW","TOT","NBR","A","2017",21522,
"LUX","IMMIGINFLOW","TOT","NBR","A","2018",21645,
"LUX","IMMIGINFLOW","TOT","NBR","A","2019",22640,
"LUX","IMMIGINFLOW","WORK","NBR","A","2012",501,
"LUX","IMMIGINFLOW","WORK","NBR","A","2013",1135,
"LUX","IMMIGINFLOW","WORK","NBR","A","2014",690,
"LUX","IMMIGINFLOW","WORK","NBR","A","2015",971,
"LUX","IMMIGINFLOW","WORK","NBR","A","2016",1110,
"LUX","IMMIGINFLOW","WORK","NBR","A","2017",1485,
"LUX","IMMIGINFLOW","WORK","NBR","A","2018",1774,
"LUX","IMMIGINFLOW","WORK","NBR","A","2019",2285,
"MEX","IMMIGINFLOW","FREEMOVS","NBR","A","2013",0,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2010",775,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2011",765,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2012",861,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2013",1804,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2014",1884,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2015",1992,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2016",1864,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2017",1923,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2018",1591,
"POL","IMMIGINFLOW","FREEMOVS","NBR","A","2019",1783,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2010",473,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2011",478,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2012",519,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2013",371,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2014",394,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2015",637,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2016",307,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2017",509,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2018",375,
"POL","IMMIGINFLOW","HUMNTRN","NBR","A","2019",265,
"POL","IMMIGINFLOW","OTH","NBR","A","2010",3336,
"POL","IMMIGINFLOW","OTH","NBR","A","2011",3733,
"POL","IMMIGINFLOW","OTH","NBR","A","2012",3699,
"POL","IMMIGINFLOW","OTH","NBR","A","2013",3660,
"POL","IMMIGINFLOW","OTH","NBR","A","2014",6660,
"POL","IMMIGINFLOW","OTH","NBR","A","2015",9893,
"POL","IMMIGINFLOW","OTH","NBR","A","2016",9042,
"POL","IMMIGINFLOW","OTH","NBR","A","2017",13304,
"POL","IMMIGINFLOW","OTH","NBR","A","2018",14410,
"POL","IMMIGINFLOW","OTH","NBR","A","2019",14558,
"POL","IMMIGINFLOW","TOT","NBR","A","2010",4584,
"POL","IMMIGINFLOW","TOT","NBR","A","2011",4976,
"POL","IMMIGINFLOW","TOT","NBR","A","2012",5079,
"POL","IMMIGINFLOW","TOT","NBR","A","2013",5835,
"POL","IMMIGINFLOW","TOT","NBR","A","2014",8938,
"POL","IMMIGINFLOW","TOT","NBR","A","2015",12522,
"POL","IMMIGINFLOW","TOT","NBR","A","2016",11213,
"POL","IMMIGINFLOW","TOT","NBR","A","2017",15736,
"POL","IMMIGINFLOW","TOT","NBR","A","2018",16376,
"POL","IMMIGINFLOW","TOT","NBR","A","2019",16606,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2000",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2001",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2002",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2003",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2004",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2005",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2006",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2007",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2008",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2009",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2010",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2011",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2012",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2013",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2014",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2015",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2016",0,
"KOR","IMMIGINFLOW","FREEMOVS","NBR","A","2017",0,
